question_id,symptom,question,slot,required,priority
6592,weakness,or severe?,unknown,yes,1
6593,weakness,Are symptoms getting worse?,unknown,yes,1
6594,weakness,Any recent travel?,unknown,yes,1
6595,weakness,Any known allergies?,unknown,yes,1
6596,burning_sensation,How long have you had this symptom?,unknown,yes,1
6597,burning_sensation,Are symptoms getting worse?,unknown,yes,1
6598,burning_sensation,Any recent travel?,unknown,yes,1
6599,burning_sensation,Is the pain mild,unknown,yes,1
6600,burning_sensation,moderate,unknown,yes,1
6601,burning_sensation,or severe?,unknown,yes,1
6602,sore_throat,Is the pain mild,unknown,yes,1
6603,sore_throat,moderate,unknown,yes,1
6604,sore_throat,or severe?,unknown,yes,1
6605,sore_throat,Are symptoms getting worse?,unknown,yes,1
6606,sore_throat,Any recent travel?,unknown,yes,1
6607,nasal_congestion,When did it start?,unknown,yes,1
6608,nasal_congestion,Is the pain mild,unknown,yes,1
6609,nasal_congestion,moderate,unknown,yes,1
6610,nasal_congestion,or severe?,unknown,yes,1
6611,nasal_congestion,Do you have fever with this?,unknown,yes,1
6612,nasal_congestion,How long have you had this symptom?,unknown,yes,1
6613,nasal_congestion,Are symptoms getting worse?,unknown,yes,1
6614,rash,Are symptoms getting worse?,unknown,yes,1
6615,rash,Any known allergies?,unknown,yes,1
6616,rash,Do you have fever with this?,unknown,yes,1
6617,rash,Is the pain mild,unknown,yes,1
6618,rash,moderate,unknown,yes,1
6619,rash,or severe?,unknown,yes,1
6620,sneezing,Is the pain mild,unknown,yes,1
6621,sneezing,moderate,unknown,yes,1
6622,sneezing,or severe?,unknown,yes,1
6623,sneezing,Any recent travel?,unknown,yes,1
6624,sneezing,How long have you had this symptom?,unknown,yes,1
6625,dizziness,Any known allergies?,unknown,yes,1
6626,dizziness,Do you have fever with this?,unknown,yes,1
6627,dizziness,Is the pain mild,unknown,yes,1
6628,dizziness,moderate,unknown,yes,1
6629,dizziness,or severe?,unknown,yes,1
6630,dizziness,Are symptoms getting worse?,unknown,yes,1
6631,dizziness,Any recent travel?,unknown,yes,1
6632,dizziness,How long have you had this symptom?,unknown,yes,1
6633,vomiting,Is the pain mild,unknown,yes,1
6634,vomiting,moderate,unknown,yes,1
6635,vomiting,or severe?,unknown,yes,1
6636,vomiting,Do you have fever with this?,unknown,yes,1
6637,vomiting,Any known allergies?,unknown,yes,1
6638,vomiting,Are symptoms getting worse?,unknown,yes,1
6639,diarrhea,Are symptoms getting worse?,unknown,yes,1
6640,diarrhea,Do you have fever with this?,unknown,yes,1
6641,stomach_pain,Any known allergies?,unknown,yes,1
6642,stomach_pain,When did it start?,unknown,yes,1
6643,stomach_pain,Are symptoms getting worse?,unknown,yes,1
6644,stomach_pain,Do you have fever with this?,unknown,yes,1
6645,dizziness,When did it start?,unknown,yes,1
6646,dizziness,Any known allergies?,unknown,yes,1
6647,itching,Is the pain mild,unknown,yes,1
6648,itching,moderate,unknown,yes,1
6649,itching,or severe?,unknown,yes,1
6650,itching,How long have you had this symptom?,unknown,yes,1
6651,itching,Are symptoms getting worse?,unknown,yes,1
6652,body_pain,Any known allergies?,unknown,yes,1
6653,body_pain,Is the pain mild,unknown,yes,1
6654,body_pain,moderate,unknown,yes,1
6655,body_pain,or severe?,unknown,yes,1
6656,body_pain,How long have you had this symptom?,unknown,yes,1
6657,fatigue,Any known allergies?,unknown,yes,1
6658,fatigue,Do you have fever with this?,unknown,yes,1
6659,fatigue,Any recent travel?,unknown,yes,1
6660,joint_pain,Are symptoms getting worse?,unknown,yes,1
6661,joint_pain,Any known allergies?,unknown,yes,1
6662,headache,Any known allergies?,unknown,yes,1
6663,headache,How long have you had this symptom?,unknown,yes,1
6664,headache,Are symptoms getting worse?,unknown,yes,1
6665,headache,Any recent travel?,unknown,yes,1
6666,headache,Is the pain mild,unknown,yes,1
6667,headache,moderate,unknown,yes,1
6668,headache,or severe?,unknown,yes,1
6669,stomach_pain,How long have you had this symptom?,unknown,yes,1
6670,stomach_pain,Is the pain mild,unknown,yes,1
6671,stomach_pain,moderate,unknown,yes,1
6672,stomach_pain,or severe?,unknown,yes,1
6673,dizziness,Are symptoms getting worse?,unknown,yes,1
6674,dizziness,Is the pain mild,unknown,yes,1
6675,dizziness,moderate,unknown,yes,1
6676,dizziness,or severe?,unknown,yes,1
6677,dizziness,Any known allergies?,unknown,yes,1
6678,dizziness,Any recent travel?,unknown,yes,1
6679,dizziness,Is the pain mild,unknown,yes,1
6680,dizziness,moderate,unknown,yes,1
6681,dizziness,or severe?,unknown,yes,1
6682,dizziness,Do you have fever with this?,unknown,yes,1
6683,dizziness,How long have you had this symptom?,unknown,yes,1
6684,dizziness,Any recent travel?,unknown,yes,1
6685,headache,Are symptoms getting worse?,unknown,yes,1
6686,headache,Do you have fever with this?,unknown,yes,1
6687,body_pain,Any known allergies?,unknown,yes,1
6688,body_pain,Are symptoms getting worse?,unknown,yes,1
6689,body_pain,Any recent travel?,unknown,yes,1
6690,joint_pain,Are symptoms getting worse?,unknown,yes,1
6691,joint_pain,Do you have fever with this?,unknown,yes,1
6692,joint_pain,Is the pain mild,unknown,yes,1
6693,joint_pain,moderate,unknown,yes,1
6694,joint_pain,or severe?,unknown,yes,1
6695,cough,Are symptoms getting worse?,unknown,yes,1
6696,cough,Any recent travel?,unknown,yes,1
6697,cough,How long have you had this symptom?,unknown,yes,1
6698,cough,Any known allergies?,unknown,yes,1
6699,runny_nose,Any known allergies?,unknown,yes,1
6700,runny_nose,Any recent travel?,unknown,yes,1
6701,runny_nose,Do you have fever with this?,unknown,yes,1
6702,stomach_pain,Any known allergies?,unknown,yes,1
6703,stomach_pain,Is the pain mild,unknown,yes,1
6704,stomach_pain,moderate,unknown,yes,1
6705,stomach_pain,or severe?,unknown,yes,1
6706,stomach_pain,When did it start?,unknown,yes,1
6707,stomach_pain,Any recent travel?,unknown,yes,1
6708,stomach_pain,Are symptoms getting worse?,unknown,yes,1
6709,redness,Are symptoms getting worse?,unknown,yes,1
6710,redness,Any recent travel?,unknown,yes,1
6711,redness,When did it start?,unknown,yes,1
6712,redness,Is the pain mild,unknown,yes,1
6713,redness,moderate,unknown,yes,1
6714,redness,or severe?,unknown,yes,1
6715,headache,Any known allergies?,unknown,yes,1
6716,headache,Is the pain mild,unknown,yes,1
6717,headache,moderate,unknown,yes,1
6718,headache,or severe?,unknown,yes,1
6719,fatigue,Any recent travel?,unknown,yes,1
6720,fatigue,Is the pain mild,unknown,yes,1
6721,fatigue,moderate,unknown,yes,1
6722,fatigue,or severe?,unknown,yes,1
6723,fatigue,Are symptoms getting worse?,unknown,yes,1
6724,diarrhea,Any known allergies?,unknown,yes,1
6725,diarrhea,When did it start?,unknown,yes,1
6726,diarrhea,How long have you had this symptom?,unknown,yes,1
6727,diarrhea,Any recent travel?,unknown,yes,1
6728,joint_pain,When did it start?,unknown,yes,1
6729,joint_pain,Is the pain mild,unknown,yes,1
6730,joint_pain,moderate,unknown,yes,1
6731,joint_pain,or severe?,unknown,yes,1
6732,joint_pain,Are symptoms getting worse?,unknown,yes,1
6733,joint_pain,Any known allergies?,unknown,yes,1
6734,dizziness,Are symptoms getting worse?,unknown,yes,1
6735,dizziness,How long have you had this symptom?,unknown,yes,1
6736,redness,Any recent travel?,unknown,yes,1
6737,redness,Do you have fever with this?,unknown,yes,1
6738,diarrhea,Is the pain mild,unknown,yes,1
6739,diarrhea,moderate,unknown,yes,1
6740,diarrhea,or severe?,unknown,yes,1
6741,diarrhea,When did it start?,unknown,yes,1
6742,diarrhea,Are symptoms getting worse?,unknown,yes,1
6743,cold,Any known allergies?,unknown,yes,1
6744,cold,How long have you had this symptom?,unknown,yes,1
6745,sore_throat,Is the pain mild,unknown,yes,1
6746,sore_throat,moderate,unknown,yes,1
6747,sore_throat,or severe?,unknown,yes,1
6748,sore_throat,How long have you had this symptom?,unknown,yes,1
6749,sore_throat,Do you have fever with this?,unknown,yes,1
6750,sore_throat,Are symptoms getting worse?,unknown,yes,1
6751,fatigue,Is the pain mild,unknown,yes,1
6752,fatigue,moderate,unknown,yes,1
6753,fatigue,or severe?,unknown,yes,1
6754,fatigue,When did it start?,unknown,yes,1
6755,fatigue,Do you have fever with this?,unknown,yes,1
6756,fatigue,Any recent travel?,unknown,yes,1
6757,shortness_of_breath,How long have you had this symptom?,unknown,yes,1
6758,shortness_of_breath,When did it start?,unknown,yes,1
6759,rash,Are symptoms getting worse?,unknown,yes,1
6760,rash,How long have you had this symptom?,unknown,yes,1
6761,rash,Do you have fever with this?,unknown,yes,1
6762,rash,Is the pain mild,unknown,yes,1
6763,rash,moderate,unknown,yes,1
6764,rash,or severe?,unknown,yes,1
6765,headache,When did it start?,unknown,yes,1
6766,headache,Is the pain mild,unknown,yes,1
6767,headache,moderate,unknown,yes,1
6768,headache,or severe?,unknown,yes,1
6769,sore_throat,Any recent travel?,unknown,yes,1
6770,sore_throat,When did it start?,unknown,yes,1
6771,sore_throat,Is the pain mild,unknown,yes,1
6772,sore_throat,moderate,unknown,yes,1
6773,sore_throat,or severe?,unknown,yes,1
6774,sore_throat,Are symptoms getting worse?,unknown,yes,1
6775,diarrhea,Any known allergies?,unknown,yes,1
6776,diarrhea,When did it start?,unknown,yes,1
6777,nasal_congestion,Are symptoms getting worse?,unknown,yes,1
6778,swelling,Any known allergies?,unknown,yes,1
6779,swelling,When did it start?,unknown,yes,1
6780,swelling,Is the pain mild,unknown,yes,1
6781,swelling,moderate,unknown,yes,1
6782,swelling,or severe?,unknown,yes,1
6783,itching,Any recent travel?,unknown,yes,1
6784,itching,Are symptoms getting worse?,unknown,yes,1
6785,itching,Is the pain mild,unknown,yes,1
6786,itching,moderate,unknown,yes,1
6787,itching,or severe?,unknown,yes,1
6788,redness,Are symptoms getting worse?,unknown,yes,1
6789,redness,Any known allergies?,unknown,yes,1
6790,redness,Any recent travel?,unknown,yes,1
6791,diarrhea,How long have you had this symptom?,unknown,yes,1
6792,diarrhea,Any recent travel?,unknown,yes,1
6793,diarrhea,Any known allergies?,unknown,yes,1
6794,fever,Do you have fever with this?,unknown,yes,1
6795,fever,Is the pain mild,unknown,yes,1
6796,fever,moderate,unknown,yes,1
6797,fever,or severe?,unknown,yes,1
6798,fever,How long have you had this symptom?,unknown,yes,1
6799,fever,Are symptoms getting worse?,unknown,yes,1
6800,sneezing,Is the pain mild,unknown,yes,1
6801,sneezing,moderate,unknown,yes,1
6802,sneezing,or severe?,unknown,yes,1
6803,sneezing,Are symptoms getting worse?,unknown,yes,1
6804,nausea,Any recent travel?,unknown,yes,1
6805,nausea,How long have you had this symptom?,unknown,yes,1
6806,nausea,Any known allergies?,unknown,yes,1
6807,nausea,Are symptoms getting worse?,unknown,yes,1
6808,cough,Any recent travel?,unknown,yes,1
6809,cough,Do you have fever with this?,unknown,yes,1
6810,cough,Any known allergies?,unknown,yes,1
6811,cough,Are symptoms getting worse?,unknown,yes,1
6812,nasal_congestion,Are symptoms getting worse?,unknown,yes,1
6813,nasal_congestion,Any known allergies?,unknown,yes,1
6814,chest_pain,Any recent travel?,unknown,yes,1
6815,chest_pain,Any known allergies?,unknown,yes,1
6816,chest_pain,How long have you had this symptom?,unknown,yes,1
6817,itching,How long have you had this symptom?,unknown,yes,1
6818,itching,Do you have fever with this?,unknown,yes,1
6819,itching,Any known allergies?,unknown,yes,1
6820,body_pain,Are symptoms getting worse?,unknown,yes,1
6821,body_pain,How long have you had this symptom?,unknown,yes,1
6822,body_pain,When did it start?,unknown,yes,1
6823,body_pain,Do you have fever with this?,unknown,yes,1
6824,itching,Is the pain mild,unknown,yes,1
6825,itching,moderate,unknown,yes,1
6826,itching,or severe?,unknown,yes,1
6827,itching,Any known allergies?,unknown,yes,1
6828,itching,When did it start?,unknown,yes,1
6829,itching,How long have you had this symptom?,unknown,yes,1
6830,weakness,Do you have fever with this?,unknown,yes,1
6831,weakness,Any recent travel?,unknown,yes,1
6832,weakness,Are symptoms getting worse?,unknown,yes,1
6833,chest_pain,When did it start?,unknown,yes,1
6834,chest_pain,Do you have fever with this?,unknown,yes,1
6835,chest_pain,Is the pain mild,unknown,yes,1
6836,chest_pain,moderate,unknown,yes,1
6837,chest_pain,or severe?,unknown,yes,1
6838,chest_pain,Are symptoms getting worse?,unknown,yes,1
6839,chest_pain,Any known allergies?,unknown,yes,1
6840,sneezing,Do you have fever with this?,unknown,yes,1
6841,sneezing,How long have you had this symptom?,unknown,yes,1
6842,sneezing,Any recent travel?,unknown,yes,1
6843,sneezing,Are symptoms getting worse?,unknown,yes,1
6844,body_pain,Are symptoms getting worse?,unknown,yes,1
6845,body_pain,Any recent travel?,unknown,yes,1
6846,chest_pain,How long have you had this symptom?,unknown,yes,1
6847,chest_pain,Do you have fever with this?,unknown,yes,1
6848,chest_pain,Is the pain mild,unknown,yes,1
6849,chest_pain,moderate,unknown,yes,1
6850,chest_pain,or severe?,unknown,yes,1
6851,chest_pain,When did it start?,unknown,yes,1
6852,nasal_congestion,How long have you had this symptom?,unknown,yes,1
6853,nasal_congestion,When did it start?,unknown,yes,1
6854,nasal_congestion,Any known allergies?,unknown,yes,1
6855,nasal_congestion,Do you have fever with this?,unknown,yes,1
6856,dizziness,Is the pain mild,unknown,yes,1
6857,dizziness,moderate,unknown,yes,1
6858,dizziness,or severe?,unknown,yes,1
6859,dizziness,Any known allergies?,unknown,yes,1
6860,dizziness,How long have you had this symptom?,unknown,yes,1
6861,dizziness,Any recent travel?,unknown,yes,1
6862,fatigue,Is the pain mild,unknown,yes,1
6863,fatigue,moderate,unknown,yes,1
6864,fatigue,or severe?,unknown,yes,1
6865,swelling,When did it start?,unknown,yes,1
6866,swelling,How long have you had this symptom?,unknown,yes,1
6867,swelling,Any known allergies?,unknown,yes,1
6868,swelling,Any recent travel?,unknown,yes,1
6869,swelling,Are symptoms getting worse?,unknown,yes,1
6870,redness,How long have you had this symptom?,unknown,yes,1
6871,redness,Any recent travel?,unknown,yes,1
6872,redness,When did it start?,unknown,yes,1
6873,vomiting,How long have you had this symptom?,unknown,yes,1
6874,vomiting,When did it start?,unknown,yes,1
6875,fever,Any known allergies?,unknown,yes,1
6876,fever,How long have you had this symptom?,unknown,yes,1
6877,fever,Are symptoms getting worse?,unknown,yes,1
6878,fever,Any recent travel?,unknown,yes,1
6879,cold,When did it start?,unknown,yes,1
6880,cold,Any known allergies?,unknown,yes,1
6881,cold,Are symptoms getting worse?,unknown,yes,1
6882,cold,Any recent travel?,unknown,yes,1
6883,cold,How long have you had this symptom?,unknown,yes,1
6884,cold,Any recent travel?,unknown,yes,1
6885,cold,Do you have fever with this?,unknown,yes,1
6886,cold,Are symptoms getting worse?,unknown,yes,1
6887,sore_throat,Any recent travel?,unknown,yes,1
6888,sore_throat,How long have you had this symptom?,unknown,yes,1
6889,chest_pain,How long have you had this symptom?,unknown,yes,1
6890,chest_pain,Any recent travel?,unknown,yes,1
6891,chest_pain,Is the pain mild,unknown,yes,1
6892,chest_pain,moderate,unknown,yes,1
6893,chest_pain,or severe?,unknown,yes,1
6894,chest_pain,Any known allergies?,unknown,yes,1
6895,nausea,Any known allergies?,unknown,yes,1
6896,nausea,Is the pain mild,unknown,yes,1
6897,nausea,moderate,unknown,yes,1
6898,nausea,or severe?,unknown,yes,1
6899,body_pain,Are symptoms getting worse?,unknown,yes,1
6900,body_pain,Any recent travel?,unknown,yes,1
6901,cough,Any known allergies?,unknown,yes,1
6902,cough,How long have you had this symptom?,unknown,yes,1
6903,joint_pain,Any known allergies?,unknown,yes,1
6904,joint_pain,Do you have fever with this?,unknown,yes,1
6905,joint_pain,How long have you had this symptom?,unknown,yes,1
6906,joint_pain,Are symptoms getting worse?,unknown,yes,1
6907,joint_pain,Any recent travel?,unknown,yes,1
6908,runny_nose,When did it start?,unknown,yes,1
6909,runny_nose,Is the pain mild,unknown,yes,1
6910,runny_nose,moderate,unknown,yes,1
6911,runny_nose,or severe?,unknown,yes,1
6912,sneezing,Any recent travel?,unknown,yes,1
6913,sneezing,Is the pain mild,unknown,yes,1
6914,sneezing,moderate,unknown,yes,1
6915,sneezing,or severe?,unknown,yes,1
6916,sneezing,How long have you had this symptom?,unknown,yes,1
6917,sneezing,When did it start?,unknown,yes,1
6918,redness,When did it start?,unknown,yes,1
6919,redness,Do you have fever with this?,unknown,yes,1
6920,itching,Any known allergies?,unknown,yes,1
6921,itching,Do you have fever with this?,unknown,yes,1
6922,stomach_pain,Do you have fever with this?,unknown,yes,1
6923,stomach_pain,When did it start?,unknown,yes,1
6924,stomach_pain,Any known allergies?,unknown,yes,1
6925,cold,Do you have fever with this?,unknown,yes,1
6926,cold,Any known allergies?,unknown,yes,1
6927,cold,Any recent travel?,unknown,yes,1
6928,cold,Are symptoms getting worse?,unknown,yes,1
6929,cold,How long have you had this symptom?,unknown,yes,1
6930,vomiting,Any recent travel?,unknown,yes,1
6931,vomiting,Any known allergies?,unknown,yes,1
6932,vomiting,How long have you had this symptom?,unknown,yes,1
6933,vomiting,Do you have fever with this?,unknown,yes,1
6934,itching,How long have you had this symptom?,unknown,yes,1
6935,itching,Do you have fever with this?,unknown,yes,1
6936,itching,Are symptoms getting worse?,unknown,yes,1
6937,chest_pain,Any known allergies?,unknown,yes,1
6938,chest_pain,Do you have fever with this?,unknown,yes,1
6939,joint_pain,Any recent travel?,unknown,yes,1
6940,joint_pain,Any known allergies?,unknown,yes,1
6941,chest_pain,How long have you had this symptom?,unknown,yes,1
6942,chest_pain,Any recent travel?,unknown,yes,1
6943,chest_pain,Is the pain mild,unknown,yes,1
6944,chest_pain,moderate,unknown,yes,1
6945,chest_pain,or severe?,unknown,yes,1
6946,nasal_congestion,Any recent travel?,unknown,yes,1
6947,nasal_congestion,Is the pain mild,unknown,yes,1
6948,nasal_congestion,moderate,unknown,yes,1
6949,nasal_congestion,or severe?,unknown,yes,1
6950,nasal_congestion,Any known allergies?,unknown,yes,1
6951,nasal_congestion,How long have you had this symptom?,unknown,yes,1
6952,burning_sensation,Do you have fever with this?,unknown,yes,1
6953,burning_sensation,Are symptoms getting worse?,unknown,yes,1
6954,burning_sensation,Any recent travel?,unknown,yes,1
6955,joint_pain,Do you have fever with this?,unknown,yes,1
6956,joint_pain,Is the pain mild,unknown,yes,1
6957,joint_pain,moderate,unknown,yes,1
6958,joint_pain,or severe?,unknown,yes,1
6959,joint_pain,When did it start?,unknown,yes,1
6960,joint_pain,How long have you had this symptom?,unknown,yes,1
6961,joint_pain,Are symptoms getting worse?,unknown,yes,1
6962,dizziness,Any known allergies?,unknown,yes,1
6963,dizziness,Any recent travel?,unknown,yes,1
6964,dizziness,Do you have fever with this?,unknown,yes,1
6965,weakness,How long have you had this symptom?,unknown,yes,1
6966,weakness,Are symptoms getting worse?,unknown,yes,1
6967,weakness,Is the pain mild,unknown,yes,1
6968,weakness,moderate,unknown,yes,1
6969,weakness,or severe?,unknown,yes,1
6970,weakness,Any known allergies?,unknown,yes,1
6971,vomiting,Is the pain mild,unknown,yes,1
6972,vomiting,moderate,unknown,yes,1
6973,vomiting,or severe?,unknown,yes,1
6974,vomiting,Are symptoms getting worse?,unknown,yes,1
6975,vomiting,When did it start?,unknown,yes,1
6976,vomiting,Any recent travel?,unknown,yes,1
6977,vomiting,Any known allergies?,unknown,yes,1
6978,fatigue,Is the pain mild,unknown,yes,1
6979,fatigue,moderate,unknown,yes,1
6980,fatigue,or severe?,unknown,yes,1
6981,fatigue,Are symptoms getting worse?,unknown,yes,1
6982,fatigue,When did it start?,unknown,yes,1
6983,fever,Any known allergies?,unknown,yes,1
6984,fever,Do you have fever with this?,unknown,yes,1
6985,fever,When did it start?,unknown,yes,1
6986,fever,Any recent travel?,unknown,yes,1
6987,rash,Do you have fever with this?,unknown,yes,1
6988,rash,Are symptoms getting worse?,unknown,yes,1
6989,runny_nose,Do you have fever with this?,unknown,yes,1
6990,runny_nose,Is the pain mild,unknown,yes,1
6991,runny_nose,moderate,unknown,yes,1
6992,runny_nose,or severe?,unknown,yes,1
6993,runny_nose,When did it start?,unknown,yes,1
6994,vomiting,Any recent travel?,unknown,yes,1
6995,vomiting,When did it start?,unknown,yes,1
6996,vomiting,Are symptoms getting worse?,unknown,yes,1
6997,sore_throat,Any known allergies?,unknown,yes,1
6998,sore_throat,Are symptoms getting worse?,unknown,yes,1
6999,sore_throat,When did it start?,unknown,yes,1
7000,rash,Any recent travel?,unknown,yes,1
7001,rash,How long have you had this symptom?,unknown,yes,1
7002,rash,Are symptoms getting worse?,unknown,yes,1
7003,rash,Do you have fever with this?,unknown,yes,1
7004,body_pain,Any known allergies?,unknown,yes,1
7005,body_pain,Is the pain mild,unknown,yes,1
7006,body_pain,moderate,unknown,yes,1
7007,body_pain,or severe?,unknown,yes,1
7008,body_pain,When did it start?,unknown,yes,1
7009,body_pain,How long have you had this symptom?,unknown,yes,1
7010,vomiting,When did it start?,unknown,yes,1
7011,vomiting,Are symptoms getting worse?,unknown,yes,1
7012,vomiting,Is the pain mild,unknown,yes,1
7013,vomiting,moderate,unknown,yes,1
7014,vomiting,or severe?,unknown,yes,1
7015,vomiting,Do you have fever with this?,unknown,yes,1
7016,cold,Any known allergies?,unknown,yes,1
7017,cold,Any recent travel?,unknown,yes,1
7018,cold,How long have you had this symptom?,unknown,yes,1
7019,fatigue,Do you have fever with this?,unknown,yes,1
7020,fatigue,How long have you had this symptom?,unknown,yes,1
7021,fatigue,Any known allergies?,unknown,yes,1
7022,fatigue,When did it start?,unknown,yes,1
7023,rash,How long have you had this symptom?,unknown,yes,1
7024,rash,Do you have fever with this?,unknown,yes,1
7025,rash,Any recent travel?,unknown,yes,1
7026,rash,Any known allergies?,unknown,yes,1
7027,vomiting,Is the pain mild,unknown,yes,1
7028,vomiting,moderate,unknown,yes,1
7029,vomiting,or severe?,unknown,yes,1
7030,vomiting,When did it start?,unknown,yes,1
7031,itching,Any known allergies?,unknown,yes,1
7032,headache,Any recent travel?,unknown,yes,1
7033,headache,Are symptoms getting worse?,unknown,yes,1
7034,headache,Is the pain mild,unknown,yes,1
7035,headache,moderate,unknown,yes,1
7036,headache,or severe?,unknown,yes,1
7037,headache,Do you have fever with this?,unknown,yes,1
7038,rash,Are symptoms getting worse?,unknown,yes,1
7039,rash,Do you have fever with this?,unknown,yes,1
7040,rash,Any recent travel?,unknown,yes,1
7041,weakness,Are symptoms getting worse?,unknown,yes,1
7042,weakness,Do you have fever with this?,unknown,yes,1
7043,stomach_pain,Do you have fever with this?,unknown,yes,1
7044,stomach_pain,Is the pain mild,unknown,yes,1
7045,stomach_pain,moderate,unknown,yes,1
7046,stomach_pain,or severe?,unknown,yes,1
7047,stomach_pain,When did it start?,unknown,yes,1
7048,diarrhea,When did it start?,unknown,yes,1
7049,diarrhea,Any recent travel?,unknown,yes,1
7050,diarrhea,Any known allergies?,unknown,yes,1
7051,diarrhea,Is the pain mild,unknown,yes,1
7052,diarrhea,moderate,unknown,yes,1
7053,diarrhea,or severe?,unknown,yes,1
7054,diarrhea,Do you have fever with this?,unknown,yes,1
7055,body_pain,How long have you had this symptom?,unknown,yes,1
7056,body_pain,Are symptoms getting worse?,unknown,yes,1
7057,body_pain,Is the pain mild,unknown,yes,1
7058,body_pain,moderate,unknown,yes,1
7059,body_pain,or severe?,unknown,yes,1
7060,sore_throat,Is the pain mild,unknown,yes,1
7061,sore_throat,moderate,unknown,yes,1
7062,sore_throat,or severe?,unknown,yes,1
7063,sore_throat,Any recent travel?,unknown,yes,1
7064,sore_throat,Do you have fever with this?,unknown,yes,1
7065,sore_throat,When did it start?,unknown,yes,1
7066,sore_throat,Are symptoms getting worse?,unknown,yes,1
7067,dizziness,When did it start?,unknown,yes,1
7068,dizziness,Do you have fever with this?,unknown,yes,1
7069,shortness_of_breath,When did it start?,unknown,yes,1
7070,shortness_of_breath,Do you have fever with this?,unknown,yes,1
7071,shortness_of_breath,Is the pain mild,unknown,yes,1
7072,shortness_of_breath,moderate,unknown,yes,1
7073,shortness_of_breath,or severe?,unknown,yes,1
7074,chest_pain,Is the pain mild,unknown,yes,1
7075,chest_pain,moderate,unknown,yes,1
7076,chest_pain,or severe?,unknown,yes,1
7077,chest_pain,When did it start?,unknown,yes,1
7078,chest_pain,Are symptoms getting worse?,unknown,yes,1
7079,sore_throat,Are symptoms getting worse?,unknown,yes,1
7080,sore_throat,Any known allergies?,unknown,yes,1
7081,nausea,Are symptoms getting worse?,unknown,yes,1
7082,nausea,Any recent travel?,unknown,yes,1
7083,nausea,When did it start?,unknown,yes,1
7084,nausea,Any known allergies?,unknown,yes,1
7085,nausea,How long have you had this symptom?,unknown,yes,1
7086,fatigue,Do you have fever with this?,unknown,yes,1
7087,fatigue,When did it start?,unknown,yes,1
7088,fatigue,How long have you had this symptom?,unknown,yes,1
7089,nasal_congestion,Any recent travel?,unknown,yes,1
7090,nasal_congestion,Is the pain mild,unknown,yes,1
7091,nasal_congestion,moderate,unknown,yes,1
7092,nasal_congestion,or severe?,unknown,yes,1
7093,nasal_congestion,When did it start?,unknown,yes,1
7094,joint_pain,How long have you had this symptom?,unknown,yes,1
7095,joint_pain,Any recent travel?,unknown,yes,1
7096,weakness,When did it start?,unknown,yes,1
7097,weakness,Is the pain mild,unknown,yes,1
7098,weakness,moderate,unknown,yes,1
7099,weakness,or severe?,unknown,yes,1
7100,weakness,Do you have fever with this?,unknown,yes,1
7101,runny_nose,Is the pain mild,unknown,yes,1
7102,runny_nose,moderate,unknown,yes,1
7103,runny_nose,or severe?,unknown,yes,1
7104,vomiting,How long have you had this symptom?,unknown,yes,1
7105,vomiting,Any recent travel?,unknown,yes,1
7106,vomiting,Are symptoms getting worse?,unknown,yes,1
7107,vomiting,Any known allergies?,unknown,yes,1
7108,itching,Do you have fever with this?,unknown,yes,1
7109,itching,Any recent travel?,unknown,yes,1
7110,vomiting,When did it start?,unknown,yes,1
7111,vomiting,Are symptoms getting worse?,unknown,yes,1
7112,vomiting,Do you have fever with this?,unknown,yes,1
7113,runny_nose,How long have you had this symptom?,unknown,yes,1
7114,runny_nose,Are symptoms getting worse?,unknown,yes,1
7115,sore_throat,Any recent travel?,unknown,yes,1
7116,sore_throat,Are symptoms getting worse?,unknown,yes,1
7117,nausea,Any recent travel?,unknown,yes,1
7118,nausea,Are symptoms getting worse?,unknown,yes,1
7119,nausea,How long have you had this symptom?,unknown,yes,1
7120,stomach_pain,Is the pain mild,unknown,yes,1
7121,stomach_pain,moderate,unknown,yes,1
7122,stomach_pain,or severe?,unknown,yes,1
7123,stomach_pain,When did it start?,unknown,yes,1
7124,weakness,When did it start?,unknown,yes,1
7125,weakness,How long have you had this symptom?,unknown,yes,1
7126,weakness,Any recent travel?,unknown,yes,1
7127,weakness,Is the pain mild,unknown,yes,1
7128,weakness,moderate,unknown,yes,1
7129,weakness,or severe?,unknown,yes,1
7130,body_pain,Any known allergies?,unknown,yes,1
7131,body_pain,Is the pain mild,unknown,yes,1
7132,body_pain,moderate,unknown,yes,1
7133,body_pain,or severe?,unknown,yes,1
7134,shortness_of_breath,Do you have fever with this?,unknown,yes,1
7135,shortness_of_breath,Are symptoms getting worse?,unknown,yes,1
7136,shortness_of_breath,Any recent travel?,unknown,yes,1
7137,swelling,Are symptoms getting worse?,unknown,yes,1
7138,swelling,When did it start?,unknown,yes,1
7139,swelling,Any known allergies?,unknown,yes,1
7140,cough,When did it start?,unknown,yes,1
7141,cough,Any known allergies?,unknown,yes,1
7142,joint_pain,Is the pain mild,unknown,yes,1
7143,joint_pain,moderate,unknown,yes,1
7144,joint_pain,or severe?,unknown,yes,1
7145,joint_pain,How long have you had this symptom?,unknown,yes,1
7146,body_pain,Any recent travel?,unknown,yes,1
7147,body_pain,Any known allergies?,unknown,yes,1
7148,body_pain,When did it start?,unknown,yes,1
